Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	38181508	0.136459	48.06403275338848
chr22	38181716	0.138036	48.06406113686048
chr22	38183562	0.141331	48.06431595131648
chr22	38185496	0.149171	48.06458928547048
chr22	38186636	0.14988	48.06475934041048
chr22	38188697	0.21484	48.06506824309048
chr22	38192503	0.215596	48.06588592413048
chr22	38195183	0.385358	48.06646372141048
chr22	38197121	0.455222	48.06721054521448
chr22	38199233	0.453116	48.06817197407848
chr22	38199404	0.451888	48.06824945691448
chr22	38199476	0.45051	48.06828199285048
chr22	38201167	1.679738	48.06904380526048
chr22	38202908	1.679634	48.071968229118475
chr22	38204535	0.544722	48.074700993636476
chr22	38205224	4.772575	48.07507630709448
chr22	38206133	0.343184	48.07941457776948
chr22	38210773	0.3408969999999999	48.081006951529474
chr22	38213943	1.158689	48.08208759501947
chr22	38214250	2.159819	48.08244331254247
chr22	38218122	7.16817	48.09080613171047
chr22	38218926	7.1757040000000005	48.096569340390474
chr22	38219529	2.946777	48.10089628990247
chr22	38221326	2.948039	48.106191648171475
chr22	38222458	2.943547	48.109528828319476
chr22	38224050	2.729714	48.114214955143474
chr22	38225449	1.849058	48.11803382502947
chr22	38226513	1.5415828920502093	48.12000122274147
chr22	38227708	1.495534	48.12184341429747
chr22	38227744	1.464674	48.121897253521475
chr22	38229027	1.3870729999999998	48.123776430263476
chr22	38229398	1.400072	48.12429103434648
chr22	38230272	1.735725	48.125514697274475
chr22	38230550	1.86434	48.125997228824474
chr22	38230928	1.619255	48.12670194934447
chr22	38232300	1.184925	48.128923567204474
chr22	38232382	0.889572	48.129020731054474
chr22	38232460	0.836216	48.12909011767047
chr22	38232578	0.68096	48.12918879115847
chr22	38232733	0.610275	48.12929433995847
chr22	38233513	0.592486	48.12977035445847
chr22	38234281	0.56347	48.130225383706474
chr22	38234950	0.426684	48.130602345136474
chr22	38235585	0.34422	48.130873289476476
chr22	38235762	0.30494	48.13093421641648
chr22	38236198	0.304098	48.13106717025648
chr22	38237320	0.29733	48.131408368212476
chr22	38237660	0.294993	48.131509460412474
chr22	38239480	0.294802	48.13204634767247
chr22	38239673	0.294176	48.13210324445847
chr22	38240123	0.294086	48.13223562365847
chr22	38242065	0.380434	48.13280673867047
chr22	38242607	0.380456	48.13301293389847
chr22	38243308	0.384932	48.13327963355447
chr22	38244835	0.396977	48.133867424718474
chr22	38246337	0.394366	48.134463684172474
chr22	38246488	0.392945	48.13452323343847
chr22	38247428	0.411259	48.13489260173847
chr22	38248645	0.422132	48.135393103941475
chr22	38248894	0.42928	48.13549821480947
chr22	38249050	0.4375349999999999	48.13556518248947
chr22	38249484	0.456744	48.13575507267947
chr22	38249890	0.494283	48.135940510743474
chr22	38250057	0.536762	48.136023056004476
chr22	38250454	0.605386	48.13623615051848
chr22	38250894	0.638654	48.136502520358476
chr22	38251400	0.639565	48.136825679282474
chr22	38251633	0.638579	48.13697469792747
chr22	38251707	0.638229	48.13702195277347
chr22	38253777	0.643136	48.138343086803474
chr22	38257569	14.752222	48.140781858515474
chr22	38257683	16.2359	48.14246361182347
chr22	38259565	12.428424	48.17301957562347
chr22	38259591	2.860169	48.17334271464747
chr22	38260679	0.663935	48.17645457851947
chr22	38261388	0.597184	48.17692530843447
chr22	38262571	0.598404	48.17763177710647
chr22	38262627	0.5993	48.17766528773047
chr22	38263512	0.599479	48.17819566823047
chr22	38264560	0.599765	48.17882392222247
chr22	38264865	0.601169	48.179006850547474
chr22	38265854	0.60031	48.17960140668848
chr22	38266157	0.600036	48.179783300618475
chr22	38266278	0.599573	48.179855904974474
chr22	38266390	0.599045	48.179923057150475
chr22	38267813	0.599825	48.180775498185476
chr22	38267850	0.599977	48.180797691710474
chr22	38268065	0.594823	48.180926686765474
chr22	38268533	0.65283	48.181205063929475
chr22	38268783	0.77661	48.18136827142948
chr22	38275774	1.242467	48.18679755193948
chr22	38276479	1.643052	48.18767349117448
chr22	38279732	1.393404	48.19301833933048
chr22	38280831	1.390842	48.194549690326475
chr22	38282381	1.412042	48.19670549542648
chr22	38282558	3.3197049999999995	48.19695542686048
chr22	38282740	10.17338	48.197559613170476
chr22	38284355	8.277679	48.213989621870475
chr22	38287631	5.870616	48.24110729827448
chr22	38290229	1.698993	48.256359158642475
chr22	38294883	1.664279	48.264266272064475
chr22	38295878	1.450637	48.26592222966948
chr22	38296374	1.3026240000000002	48.26664174562148
chr22	38298164	1.301347	48.268973442581476
chr22	38298367	1.235387364511692	48.26923761602248
chr22	38299094	1.211722	48.27013574263648
chr22	38299401	1.109103	48.27050774129048
chr22	38300173	1.032818	48.27136396880648
chr22	38301363	1.027198	48.27259302222648
chr22	38305388	1.09455	48.276727494176484
chr22	38307101	1.132299	48.27860245832648
chr22	38307648	1.486672	48.27922182587948
chr22	38312601	9.443261	48.28658531229548
chr22	38314407	18.366338	48.30363984166148
chr22	38319217	1.087587	48.39198192744148
chr22	38323184	1.060406	48.39629638507048
chr22	38323957	1.044404	48.397116078908475
chr22	38328127	6.9351910000000005	48.401471243588475
chr22	38328950	2.274069	48.40717890578147
chr22	38329136	0.649733	48.407601882615474
chr22	38336779	0.648439	48.41256779193447
chr22	38336819	0.549022	48.41259372949447
chr22	38344848	0.946167	48.41700182713247
chr22	38345037	6.001806000000001	48.417180652695464
chr22	38345788	7.016462	48.421688009001464
chr22	38346028	7.063678	48.423371959881464
chr22	38347297	0.562404	48.43233576726347
chr22	38348722	0.525691	48.433137192963464
chr22	38349769	0.464697	48.43368759144047
chr22	38350274	0.460799	48.433922263425465
chr22	38350364	0.4556159999999999	48.43396373533547
chr22	38351917	0.447546	48.43467130698347
chr22	38352499	0.440737	48.43493177875547
chr22	38352643	0.439536	48.43499524488347
chr22	38353424	0.434887	48.435338522499464
chr22	38353920	0.148382	48.435554226451465
chr22	38357306	0.14123	48.43605664790346
chr22	38357429	0.141194	48.43607401919346
chr22	38357951	0.126245	48.43614772246146
chr22	38364995	0.106149	48.43703699224146
chr22	38368727	0.103096	48.43743314030946
chr22	38370677	0.102028	48.43763417750946
chr22	38373517	0.101633	48.43792393702946
chr22	38375835	0.101491	48.43815952232346
chr22	38378747	0.101286	48.43845506411546
chr22	38380744	0.101232	48.438657332257456
chr22	38381872	0.101236	48.438771521953456
chr22	38382952	0.101214	48.43888085683346
chr22	38390470	0.101229	48.43964178368546
chr22	38391934	0.101247	48.43978998294146
chr22	38392076	0.101256	48.439804360015465
chr22	38393671	0.101536	48.439965863335466
chr22	38394523	0.104076	48.440052372007464
chr22	38394755	0.113785	48.44007651763946
chr22	38396223	0.689341	48.44024355401946
chr22	38399932	2.389636	48.44280031978846
chr22	38400415	2.573438	48.44395451397646
chr22	38401013	1.341946	48.44549342990046
chr22	38403856	0.587583	48.44930858237846
chr22	38406246	0.5888820000000001	48.45071290574845
chr22	38407989	0.59202	48.451739327074456
chr22	38409400	0.59202	48.452574667294456
chr22	38411139	0.593103	48.45360419007446
chr22	38413480	0.60341	48.45499264419746
chr22	38413597	0.606987	48.45506324316746
chr22	38415106	0.607192	48.45597918655046
chr22	38415277	0.607407	48.45608301638246
chr22	38416177	0.602788	48.45662968268246
chr22	38416884	0.580392	48.45705585379846
chr22	38416995	0.55355	48.45712027731046
chr22	38417064	0.499749	48.45715847226046
chr22	38417170	0.404768	48.45721144565446
chr22	38417803	0.520946	48.45746766379846
chr22	38418239	0.38631	48.45769479625446
chr22	38419334	0.387513	48.45811780570446
chr22	38421100	0.7147499999999999	48.45880215366246
chr22	38422671	1.288627	48.45992502591246
chr22	38423344	1.841613	48.46079227188346
chr22	38423452	2.199015	48.46099116608746
chr22	38423608	2.447078	48.46133421242746
chr22	38424590	2.321731	48.46373724302346
chr22	38425499	2.303054	48.46584769650246
chr22	38426059	2.088129	48.46713740674246
chr22	38426295	1.902763	48.46763020518646
chr22	38426516	1.714162	48.46805071580946
chr22	38426517	1.598131	48.468052429971465
chr22	38426693	1.500645	48.46833370102746
chr22	38426900	1.08134	48.46864433454246
chr22	38427131	0.286153	48.46889412408246
chr22	38427890	0.284093	48.469111314209464
chr22	38428299	0.283751	48.46922750824646
chr22	38428628	0.245681	48.46932086232546
chr22	38429160	0.240653	48.46945156461746
chr22	38430794	0.241034	48.46984479161946
chr22	38431374	0.240685	48.46998459133946
chr22	38433116	0.240692	48.47040386460946
chr22	38433769	0.276135	48.470561036485456
chr22	38435199	0.646401	48.470955909535455
chr22	38435807	0.445573	48.471348921343456
chr22	38435865	0.268379	48.471374764577455
chr22	38436107	0.268246	48.47143971229546
chr22	38436507	0.236602	48.47154701069546
chr22	38437261	0.219841	48.47172540860346
chr22	38437590	0.205231	48.47179773629246
chr22	38442725	0.207801	48.47285159747746
chr22	38443456	0.208576	48.47300350000846
chr22	38443480	5.079692	48.47300850583246
chr22	38443869	5.076751	48.47498450602046
chr22	38444108	4.521373	48.47619784950946
chr22	38444216	0.365543	48.47668615779346
chr22	38444332	0.365636	48.47672856078146
chr22	38445331	0.360187	48.47709383114546
chr22	38446037	0.330709	48.47734812316746
chr22	38446150	0.304228	48.47738549328446
chr22	38447757	0.3009915644444444	48.47787438768046
chr22	38449782	0.312251	48.47848389559846
chr22	38450885	0.361058	48.47882830845146
chr22	38451644	0.639888	48.479102351473465
chr22	38452198	0.702909	48.47945684942547
chr22	38453414	0.693044	48.48031158676947
chr22	38453673	0.680966	48.48049108516547
chr22	38453987	0.672239	48.48070490848947
chr22	38457671	0.5345978640926642	48.483181436965474
chr22	38458966	0.35454	48.483873741199474
chr22	38462321	0.400671	48.48506322289948
chr22	38463055	0.576975	48.485357315413474
chr22	38464003	2.309441	48.485904287713474
chr22	38464066	17.339133	48.48604978249647
chr22	38468455	16.905457	48.56215123723347
chr22	38468830	16.023788	48.568490783608475
chr22	38469216	14.512602	48.57467596577647
chr22	38469259	13.397081000000002	48.57530000766247
chr22	38469649	12.758812	48.58052486925247
chr22	38469858	12.207384	48.58319146096047
chr22	38472571	4.913008	48.61631009375247
chr22	38479488	3.568361	48.65029337008847
chr22	38479544	3.52056	48.65049319830447
chr22	38481456	0.636685	48.657224509024466
chr22	38481751	0.474734	48.657412331099465
chr22	38481913	0.0566999999999999	48.657489238007464
chr22	38482202	0.056704	48.65750562430746
chr22	38482753	0.056729	48.65753686821146
chr22	38483935	0.0562409999999999	48.65760392188946
chr22	38485449	0.054383	48.65768907076346
chr22	38488652	0.05439	48.65786325951246
chr22	38488770	0.048072	48.65786967753246
chr22	38489784	0.048086	48.65791842254046
chr22	38491228	0.04812	48.65798785872446
chr22	38493652	0.048203	48.65810450160446
chr22	38494404	0.048284	48.658140750260465
chr22	38502046	0.052584	48.658509736588464
chr22	38502966	0.052624	48.658558113868466
chr22	38503148	0.052469	48.65856769143647
chr22	38503858	0.07063	48.658604944426465
chr22	38503980	0.07063	48.658613561286465
chr22	38505089	0.07063	48.658691889956465
chr22	38505521	0.083389	48.65872240211647
chr22	38509441	0.137621	48.65904928699647
chr22	38509559	0.208918	48.65906552627447
chr22	38510427	0.036835	48.65924686709847
chr22	38511844	0.034212	48.65929906229347
chr22	38513226	0.033901	48.65934634327747
chr22	38516766	0.094664	48.65946635281747
chr22	38519981	0.094517	48.65977069757747
chr22	38522889	0.024307	48.66004555301347
chr22	38523967	0.023523	48.66007175595947
chr22	38526574	0.022632	48.66013308042047
chr22	38529714	0.022463	48.66020414490047
chr22	38531881	0.022449	48.660252822221466
chr22	38533603	0.022443	48.66029147939947
chr22	38535532	0.022443	48.66033477194647
chr22	38536570	0.022443	48.660358067780464
chr22	38538472	0.022463	48.660400754366464
chr22	38538510	0.022517	48.660401607960466
chr22	38538601	0.022553	48.660403657007464
chr22	38539922	0.0228	48.66043344952046
chr22	38540415	0.023131	48.66044468992046
chr22	38540546	0.023744	48.66044772008146
chr22	38540599	0.024342	48.66044897851346
chr22	38541789	0.026602	48.660477945493454
chr22	38541945	0.0291009999999999	48.660482095405456
chr22	38546921	0.029101	48.66062690198146
chr22	38547356	0.052224	48.66063956091646
chr22	38547919	0.071151	48.660668963028456
chr22	38547980	0.071151	48.660673303239456
chr22	38548078	0.071902	48.66068027603745
chr22	38548162	0.071902	48.66068631580546
chr22	38548266	0.058376	48.660693793613454
chr22	38549704	0.038494	48.660777738301455
chr22	38549870	0.027476	48.66078412830546
chr22	38550215	0.027476	48.660793607525456
chr22	38551830	0.026493	48.66083798126546
chr22	38552216	0.0255929999999999	48.66084820756346
chr22	38552572	0.024536	48.66085731867146
chr22	38553551	0.023521	48.66088133941546
chr22	38555191	0.022661	48.66091991385546
chr22	38555610	0.022661	48.66092940881446
chr22	38556488	0.022661	48.66094930517246
chr22	38560161	0.022886	48.661032539025456
chr22	38560745	0.022857	48.66104590444946
chr22	38561008	0.024613	48.66105191584046
chr22	38561478	0.027528	48.66106348395046
chr22	38561518	0.027551	48.661064585070456
chr22	38562255	0.027613	48.661084890157454
chr22	38562611	0.027629	48.66109472038546
chr22	38564908	0.028197	48.661158184198456
chr22	38565053	0.028934	48.661162272763455
chr22	38565571	0.0307549999999999	48.66117726057546
chr22	38566424	0.074647	48.66120349459046
chr22	38566546	0.196057	48.66121260152446
chr22	38567783	0.203601	48.66145512403346
chr22	38568078	0.2104409999999999	48.66151518632846
chr22	38568756	0.215647	48.66165786532646
chr22	38568872	0.264828	48.661682880378464
chr22	38568902	0.268982	48.661690825218464
chr22	38569858	0.276703	48.661947972010466
chr22	38570482	0.21912	48.662120634682466
chr22	38571240	0.2280079999999999	48.66228672764247
chr22	38574434	0.07966	48.663014985194465
chr22	38578149	0.071171	48.66331092209447
chr22	38578675	0.064619	48.663348358040466
chr22	38579506	0.050103	48.66340205642947
chr22	38582072	0.015364	48.66353062072747
chr22	38584050	0.003901	48.66356101071947
chr22	38586026	0.0034689999999999	48.66356871909547
chr22	38586316	0.003219	48.663569725105475
chr22	38586353	0.003076	48.663569844208475
chr22	38586437	0.002944	48.66357010259247
chr22	38586654	0.002837	48.66357074144047
chr22	38587174	0.00281	48.66357221668047
chr22	38589813	0.00281	48.66357963227047
chr22	38591407	0.00281	48.66358411141047
chr22	38591631	0.00281	48.663584740850474
chr22	38592339	0.00281	48.66358673033047
chr22	38593002	0.193454	48.66358859336047
chr22	38594657	0.537655	48.663908759730475
chr22	38595388	0.0035499999999999	48.66430178553548
chr22	38595972	0.001799	48.66430385873548
chr22	38599380	0.001833	48.66430998972748
chr22	38601264	0.001885	48.66431344309948
chr22	38601878	0.001885	48.66431460048948
chr22	38602060	0.002227	48.66431494355948
chr22	38602514	0.071979	48.664315954617486
chr22	38602777	0.324021	48.66433488509448
chr22	38604392	0.003352	48.664858179009485
chr22	38611169	0.003352	48.664880895513484
chr22	38613012	0.003352	48.66488707324948
chr22	38619297	0.00366	48.66490814056948
chr22	38620177	0.004215	48.66491136136948
chr22	38620398	0.005473	48.66491229288447
chr22	38622174	0.088076	48.66492201293247
chr22	38622329	0.485777	48.66493566471247
chr22	38623848	0.167213	48.665673559975474
chr22	38625517	0.00053	48.665952638472476
chr22	38629272	0.00053	48.66595462862247
chr22	38629932	0.000527	48.66595497842247
chr22	38630734	0.000527	48.66595540107647
chr22	38630791	0.000527	48.665955431115464
chr22	38632178	0.000527	48.66595616206446
chr22	38632908	0.000527	48.66595654677446
chr22	38636247	0.000527	48.66595830642746
chr22	38636265	0.000527	48.665958315913464
chr22	38636343	0.000527	48.66595835701946
chr22	38638781	0.000527	48.66595964184546
chr22	38638862	0.000527	48.66595968453246
chr22	38640707	0.000527	48.66596065684746
chr22	38640764	0.000527	48.66596068688646
chr22	38644612	0.000527	48.66596271478246
chr22	38646209	0.000527	48.66596355640146
chr22	38646216	0.000527	48.66596356009046
chr22	38648147	0.000527	48.66596457772746
chr22	38649094	0.000527	48.66596507679646
chr22	38650322	0.000527	48.66596572395246
chr22	38650695	0.000527	48.66596592052346
chr22	38650849	0.000527	48.66596600168146
chr22	38651273	0.000526	48.66596622512946
chr22	38653225	0.000527	48.66596725188146
chr22	38655700	0.000542	48.66596855620646
chr22	38656562	0.000589	48.66596902341046
chr22	38656828	0.000589	48.66596918008446
chr22	38657044	0.000589	48.66596930730846
chr22	38657883	0.007042	48.665969801479456
chr22	38658445	0.0137369999999999	48.66597375908346
chr22	38666189	0.315653	48.66608013841146
chr22	38668204	0.124021	48.66671617920646
chr22	38668225	0.00046	48.66671878364746
chr22	38668676	0.000458	48.66671899110746
chr22	38668801	0.0004579999999999	48.66671904835746
chr22	38668961	0.000456	48.666719121637456
chr22	38669167	0.000456	48.66671921557346
chr22	38669577	0.000452	48.66671940253346
chr22	38670815	0.000452	48.66671996210946
chr22	38670846	0.000452	48.66671997612146
chr22	38671326	0.0004519999999999	48.66672019308146
chr22	38671375	0.0004519999999999	48.66672021522946
chr22	38671519	0.000457	48.66672028031746
chr22	38673040	0.000457	48.666720975414464
chr22	38673176	0.000532	48.66672103756646
chr22	38673505	0.000605	48.66672121259446
chr22	38674545	0.002902	48.66672184179446
chr22	38674917	0.000883	48.66672292133846
chr22	38675653	0.000894	48.66672357122646
chr22	38676467	0.000919	48.66672429894246
chr22	38678711	0.0038859999999999	48.66672636117846
chr22	38678732	0.006347	48.66672644278446
chr22	38679230	0.406124	48.66672960359046
chr22	38680582	0.06278	48.667278683238465
chr22	38681053	0.155895	48.66730825261846
chr22	38683959	0.155895	48.66776128348846
chr22	38684073	0.022883	48.66777905551846
chr22	38684240	0.001077	48.66778287697946
chr22	38684633	0.000683	48.66778330024046
chr22	38686169	0.000683	48.66778434932846
chr22	38686944	0.000683	48.66778487865346
chr22	38695146	0.000683	48.66779048061946
chr22	38699693	0.000683	48.66779358622046
chr22	38699982	0.000683	48.667793783607465
chr22	38704234	0.000683	48.66779668772347
chr22	38705628	0.000683	48.667797639825466
chr22	38708163	0.000683	48.667799371230466
chr22	38709153	0.000683	48.66780004740047
chr22	38709702	0.000683	48.66780042236747
chr22	38709943	0.000683	48.66780058697047
chr22	38710996	0.0013369999999999	48.66780130616947
chr22	38711195	0.001337	48.66780157223247
chr22	38711333	0.00605	48.66780175673847
chr22	38712555	0.00605	48.66780914983847
chr22	38712628	0.016846	48.66780959148847
chr22	38714119	0.046546	48.66783470887447
chr22	38717400	0.046546	48.66798742630047
chr22	38717898	0.046546	48.66801060620847
chr22	38719305	0.209402	48.66807609643047
chr22	38719668	0.209402	48.66815210935647
chr22	38720790	0.017695	48.66838705840047
chr22	38721876	0.017695	48.66840627517047
chr22	38724091	0.017927	48.66844546959547
chr22	38724233	0.020068	48.668448015229465
chr22	38724489	2.977663	48.66845315263747
chr22	38725247	0.001295	48.67071022119147
chr22	38726033	0.001292	48.67071123906147
chr22	38728321	0.001292	48.670714195157466
chr22	38728462	0.001371	48.67071437732947
chr22	38728907	0.004974	48.67071498742447
chr22	38728999	0.011417	48.67071544503247
chr22	38729069	0.021533	48.67071624422247
chr22	38729524	0.249848	48.67072604173747
chr22	38730170	0.166311	48.67088744354547
chr22	38730503	0.080533	48.67094282510847
chr22	38733703	0.020129	48.67120053070847
chr22	38734838	0.020138	48.67122337712347
chr22	38735722	0.020147	48.67124117911547
chr22	38736596	0.020154	48.671258787593466
chr22	38736682	0.020154	48.671260520837464
chr22	38736743	0.020184	48.671261750231466
chr22	38737405	0.020218	48.67127511203947
chr22	38737798	0.020242	48.67128305771347
chr22	38738202	0.020242	48.67129123548147
chr22	38738951	0.020295	48.67130639673947
chr22	38739014	0.020389	48.67130767532447
chr22	38742610	0.023503	48.67138099416847
chr22	38743211	0.042483	48.67139511947147
chr22	38745595	0.042483	48.67149639894347
chr22	38746610	0.021518	48.67153951918847
chr22	38748568	0.02133	48.67158165143247
chr22	38748742	0.021338	48.67158536285247
chr22	38750522	0.0598	48.67162334449247
chr22	38752532	0.817017	48.671743542492464
chr22	38753150	0.036425	48.67224845899847
chr22	38754538	1.48435	48.67229901689847
chr22	38756407	4.604466	48.67507326704847
chr22	38759868	4.66465	48.69100932387447
chr22	38760592	5.494153	48.69438653047447
chr22	38761310	5.248986	48.698331332328465
chr22	38761750	2.302974	48.700640886168465
chr22	38763196	1.631383	48.703970986572465
chr22	38764112	0.655577	48.70546533340046
chr22	38767851	0.385178	48.70791653580346
chr22	38768776	0.378758	48.70827282545346
chr22	38770034	0.378832	48.70874930301746
chr22	38772982	0.463438	48.70986609975346
chr22	38775384	1.259118	48.71097927782946
chr22	38776057	1.313258	48.71182666424346
chr22	38776106	1.364987	48.71189101388546
chr22	38776583	1.232249	48.71254211268446
chr22	38779262	0.96304	48.71584330775546
chr22	38780120	0.311695	48.71666959607546
chr22	38782370	0.310423	48.71737090982546
chr22	38782696	0.308246	48.71747210772346
chr22	38783014	0.30723	48.71757012995146
chr22	38785591	0.281858	48.718361861661464
chr22	38785800	0.281939	48.71842076998347
chr22	38787878	0.241517	48.71900663922547
chr22	38789183	0.242511	48.71932181891047
chr22	38794460	0.34834	48.72060154945747
chr22	38796221	0.37169	48.72121497619747
chr22	38796990	0.386486	48.72150080580747
chr22	38797061	0.3828	48.721528246313476
chr22	38797923	0.339638	48.72185821991348
chr22	38798063	0.330109	48.72190576923348
chr22	38799557	0.308447	48.72239895207948
chr22	38800932	0.441611	48.72282306670448
chr22	38801225	0.426201	48.72295245872748
chr22	38801934	0.338912	48.72325463523648
chr22	38802235	0.322311	48.72335664774848
chr22	38803931	0.168719	48.72390328720448
chr22	38809712	0.175402	48.72487865174348
chr22	38813834	0.21597	48.72560165878748
chr22	38814824	0.290075	48.72581546908748
chr22	38816465	0.289918	48.72629148216248
chr22	38817484	1.018475	48.72658690860448
chr22	38818141	0.515343	48.72725604667948
chr22	38818769	0.353987	48.72757968208348
chr22	38820296	0.3608279999999999	48.728120220232476
chr22	38820662	0.370244	48.728252283280476
chr22	38821996	0.375584	48.728746188776476
chr22	38823927	0.431561	48.72947144148048
chr22	38824355	0.381521	48.72965614958848
chr22	38824841	0.38151	48.72984156879448
chr22	38824903	0.3821	48.729865222414475
chr22	38826647	0.382348	48.73053160481447
chr22	38827567	0.401028	48.730883364974474
chr22	38828900	0.380282	48.731417935298474
chr22	38829584	0.358867	48.731678048186474
chr22	38831829	0.300408	48.73248370460147
chr22	38832040	0.213204	48.73254709068947
chr22	38833588	0.204723	48.73287713048147
chr22	38834059	0.203293	48.73297355501447
chr22	38834879	1.5961140000000005	48.73314025527447
chr22	38835533	1.99195	48.73418411383047
chr22	38836454	2.053491	48.73601869978047
chr22	38836718	1.708001	48.736560821404474
chr22	38836758	0.901649	48.736629141444475
chr22	38837579	0.353997	48.737369395273475
chr22	38839827	0.44077	48.73816518052948
chr22	38840273	0.644431	48.73836176394948
chr22	38840637	0.759756	48.738596336833474
chr22	38841832	0.772372	48.73950424525347
chr22	38845504	0.775338	48.74234039523747
chr22	38849578	1.334793	48.74549912224947
chr22	38849613	1.625264	48.74554584000447
chr22	38849635	1.860741	48.74558159581247
chr22	38851899	1.941314	48.74979431343647
chr22	38852501	2.090758	48.750962984464465
chr22	38856199	1.86431	48.75869460754846
chr22	38857416	1.737489	48.76096347281846
chr22	38857476	1.48847	48.76106772215846
chr22	38858432	1.405017	48.762490699478455
chr22	38858551	1.309531	48.76265789650146
chr22	38858917	1.307823	48.76313718484746
chr22	38859586	1.313524	48.76401211843446
chr22	38861392	1.583522	48.76638434277846
chr22	38862001	1.584253	48.76734870767646
chr22	38862073	1.596266	48.76746277389246
chr22	38864027	3.235567	48.77058187765646
chr22	38865130	0.73522	48.77415070805746
chr22	38869067	0.7104	48.777045269197465
chr22	38869447	0.693518	48.77731522119746
chr22	38870446	0.681651	48.778008045679464
chr22	38871307	0.259452	48.77859494719046
chr22	38872780	0.25773	48.778977119986465
chr22	38873716	0.225792	48.779218355266465
chr22	38876636	0.21797	48.77987766790647
chr22	38877672	0.211821	48.78010348482647
chr22	38878583	0.211534	48.78029645375747
chr22	38879258	0.20998	48.780439239207475
chr22	38879400	0.209957	48.78046905636747
chr22	38879651	0.209435	48.78052175557447
chr22	38879995	0.210646	48.78059380121447
chr22	38880840	0.207846	48.78077179708447
chr22	38881698	0.2101909999999999	48.78095012895247
chr22	38881776	0.211267	48.780966523850466
chr22	38882771	0.201189	48.78117673451547
chr22	38882828	0.1883339999999999	48.78118820228847
chr22	38882839	0.174546	48.781190273962466
chr22	38883059	0.174546	48.78122867408246
chr22	38883436	0.156126	48.78129447792446
chr22	38884672	0.105432	48.78148744966046
chr22	38884737	0.083187	48.78149430274046
chr22	38884941	0.083187	48.781511272888466
chr22	38885631	0.073992	48.781568671918464
chr22	38886640	0.071926	48.78164332984647
chr22	38887116	0.071599	48.78167756662247
chr22	38887542	0.071537	48.78170806779647
chr22	38888446	0.071368	48.781772737244474
chr22	38888941	0.07124	48.78180806440447
chr22	38888951	0.071089	48.781808776804475
chr22	38889538	0.071057	48.781850506047476
chr22	38890394	0.071057	48.78191133083948
chr22	38890547	0.071073	48.78192220256048
chr22	38891114	0.072647	48.78196250095148
chr22	38891154	0.0860759999999999	48.78196540683148
chr22	38891350	9.580249	48.78198227772748
chr22	38891430	1.58077	48.78274869764748
chr22	38891531	1.580537	48.782908355417476
chr22	38891905	0.058081	48.78349947625548
chr22	38893797	0.058081	48.78360936550748
chr22	38894229	0.058081	48.78363445649948
chr22	38895853	0.058081	48.783728780043475
chr22	38897070	0.058081	48.78379946462047
chr22	38897180	0.058081	48.783805853530474
chr22	38897502	0.058081	48.783824555612476
chr22	38897767	0.058081	48.783839947077475
chr22	38898013	0.058081	48.783854235003474
chr22	38900499	0.062842	48.783998624369474
chr22	38901697	0.06296	48.78407390908547
chr22	38903243	0.06296	48.784171245245474
chr22	38903971	0.06296	48.78421708012547
chr22	38904043	1.472938	48.78422161324547
chr22	38904801	1.473036	48.78533810024947
chr22	38904904	1.473036	48.785489822957466
chr22	38904931	1.473036	48.785529594929464
chr22	38906079	1.539882	48.787220640257466
chr22	38906169	1.692235	48.78735922963747
chr22	38906778	1.905347	48.78838980075247
chr22	38907573	2.19401	48.78990455161747
chr22	38907733	2.328013	48.790255593217466
chr22	38910075	33.314867	48.79570779966347
chr22	38910625	33.316691	48.814030976513465
chr22	38910779	33.316691	48.81916174692746
chr22	38911557	33.323636	48.84508213252546
chr22	38920727	2.273321	49.15065987464546
chr22	38920743	2.229131	49.15069624778146
chr22	38921051	2.214849	49.15138282012946
chr22	38921099	0.590938	49.151489132881466
chr22	38921762	0.59055	49.15188092477547
chr22	38921988	0.59133	49.15201438907547
chr22	38922015	0.591632	49.15203035498547
chr22	38922026	0.592297	49.15203686293747
chr22	38922560	0.583393	49.15235314953547
chr22	38924049	0.581068	49.15322182171247
chr22	38924597	0.575943	49.15354024697647
chr22	38924823	0.570401	49.15367041009447
chr22	38926259	0.565818	49.15448950593047
chr22	38927996	0.516097	49.15547233179647
chr22	38932713	0.515415	49.157906761345465
chr22	38935303	0.515015	49.159241686195465
chr22	38935341	0.515481	49.15926125676546
chr22	38936224	0.534698	49.15971642648846
chr22	38936618	0.8337680000000001	49.15992709750046
chr22	38936804	1.342487	49.16008217834846
chr22	38937335	0.4307079999999999	49.16079503894546
chr22	38938106	0.430169	49.16112711481346
chr22	38940344	0.404957	49.16208983303546
chr22	38941495	6.7039480000000005	49.16255593854246
chr22	38942136	6.73865	49.16685316921046
chr22	38942332	4.049588	49.168173944610466
chr22	38942726	0.943863	49.16976948228247
chr22	38943775	0.944285	49.17075959456947
chr22	38944632	0.944429	49.171568846814466
chr22	38944747	0.9446250000000002	49.17167745614947
chr22	38947078	0.886698	49.17387937702447
chr22	38947183	0.848707	49.17397248031447
chr22	38947287	0.7702680000000001	49.17406074584247
chr22	38947468	0.566943	49.17420016435047
chr22	38947911	0.287231	49.174451320099465
chr22	38948494	0.293547	49.174618775772466
chr22	38948711	0.284575	49.174682475471464
